json_path,json_name,json_subtitle,status,method,notes,csv_line,id,uziti,zalm,verse,lekcionar,strana,doba,prilezitost,cyklus,odpoved,kb
data/json/advent/advent_1.json,1. neděle adventní,,matched,exact-fixed,,2,Ps122_01,ID_0001,Žl 122(121),1-2.(4-5.6-7).8-9,1A,69,Advent,1. neděle adventní,A,1,259
data/json/advent/advent_1.json,1. neděle adventní,,matched,exact-fixed,,3,Ps080_03,ID_0002,Žl 80(79),2ac+3b.15-16.18-19,1B,17,Advent,1. neděle adventní,B,2,149
data/json/advent/advent_1.json,1. neděle adventní,,matched,exact-fixed,,4,Ps025_09,ID_0003,Žl 25(24),4-5ab.8-9.10+14,1C,16,Advent,1. neděle adventní,C,3,44
data/json/advent/advent_2.json,2. neděle adventní,,matched,exact-fixed,,11,Ps072_04,ID_0010,Žl 72(71),1-2.7-8.12-13.17,1A,72,Advent,2. neděle adventní,A,4,144
data/json/advent/advent_2.json,2. neděle adventní,,matched,exact-fixed,,12,Ps085_05,ID_0011,Žl 85(84),9ab+10.11-12.13-14,1B,20,Advent,2. neděle adventní,B,4,159
data/json/advent/advent_2.json,2. neděle adventní,,matched,exact-fixed,,13,Ps126_01,ID_0012,Žl 126(125),1-2ab.2cd-3.4-5.6,1C,20,Advent,2. neděle adventní,C,5,263
data/json/advent/advent_3.json,3. neděle adventní,,matched,exact-fixed,,20,Ps146_06,ID_0019,Žl 146(145),6c-7.8-9a.9bc-10,1A,76,Advent,3. neděle adventní,A,2,294
data/json/advent/advent_3.json,3. neděle adventní,,matched,exact-fixed,,21,Lk1_01,ID_0020,Lk 1,46-48a.48b-50.53-54,1B,23,Advent,3. neděle adventní,B,6,317
data/json/advent/advent_3.json,3. neděle adventní,,matched,exact-fixed,,22,Iz12_02,ID_0021,Iz 12,2-3.4bcd.5-6,1C,23,Advent,3. neděle adventní,C,39,310
data/json/advent/advent_4.json,4. neděle adventní,,matched,exact-fixed,,28,Ps024_02,ID_0027,Žl 24(23),1-2.3-4ab.5-6,1A,78,Advent,4. neděle adventní,A,8,36
data/json/advent/advent_4.json,4. neděle adventní,,matched,exact-fixed,,29,Ps089_05,ID_0028,Žl 89(88),2-3.4-5.27+29,1B,27,Advent,4. neděle adventní,B,9,163
data/json/advent/advent_4.json,4. neděle adventní,,matched,exact-fixed,,30,Ps080_03,ID_0029,Žl 80(79),2ac+3b.15-16.18-19,1C,26,Advent,4. neděle adventní,C,2,149
data/json/mezidobi/mezidobi_02_A.json,2. neděle v mezidobí A,,matched,exact,,280,Ps040_03,ID_0279,Žl 40(39),2+4ab.7-8a.8b-9.10,1A,246,e-Mezidobí,2. neděle v mezidobí,A,45,89
data/json/mezidobi/mezidobi_02_B.json,2. neděle v mezidobí B,,matched,exact,,281,Ps040_03,ID_0280,Žl 40(39),2+4ab.7-8a.8b-9.10,1B,208,e-Mezidobí,2. neděle v mezidobí,B,45,89
data/json/mezidobi/mezidobi_02_C.json,2. neděle v mezidobí C,,matched,exact,,282,Ps096_11,ID_0281,Žl 96(95),1-2a.2b-3.7-8a.9-10a,1C,213,e-Mezidobí,2. neděle v mezidobí,C,40,179
data/json/mezidobi/mezidobi_03_A.json,3. neděle v mezidobí A,,matched,exact,,295,Ps027_04,ID_0294,Žl 27(26),1.4.13-14,1A,249,e-Mezidobí,3. neděle v mezidobí,A,20,53
data/json/mezidobi/mezidobi_03_B.json,3. neděle v mezidobí B,,matched,exact,,296,Ps025_07,ID_0295,Žl 25(24),4-5ab.6+7bc.8-9,1B,211,e-Mezidobí,3. neděle v mezidobí,B,17,40
data/json/mezidobi/mezidobi_03_C.json,3. neděle v mezidobí C,,matched,exact,,297,Ps019_11,ID_0296,Žl 19(18),8.9.10.15,1C,217,e-Mezidobí,3. neděle v mezidobí,C,55,28
data/json/mezidobi/mezidobi_04_A.json,4. neděle v mezidobí A,,matched,exact,,310,Ps146_05,ID_0309,Žl 146(145),6c-7.8-9a.9bc-10,1A,253,e-Mezidobí,4. neděle v mezidobí,A,31,295
data/json/mezidobi/mezidobi_04_B.json,4. neděle v mezidobí B,,matched,exact,,311,Ps095_02,ID_0310,Žl 95(94),1-2.6-7.8-9,1B,214,e-Mezidobí,4. neděle v mezidobí,B,21,178
data/json/mezidobi/mezidobi_04_C.json,4. neděle v mezidobí C,,matched,exact,,312,Ps071_01,ID_0311,Žl 71(70),1-2.3-4a.5-6ab.15ab+17,1C,221,e-Mezidobí,4. neděle v mezidobí,C,46,141
data/json/mezidobi/mezidobi_05_A.json,5. neděle v mezidobí A,,matched,exact,,326,Ps112_12,ID_0325,Žl 112(111),4-5.6-7.8a+9,1A,257,e-Mezidobí,5. neděle v mezidobí,A,47,223
data/json/mezidobi/mezidobi_05_B.json,5. neděle v mezidobí B,,matched,exact,,327,Ps147_05,ID_0326,Žl 147(146),1-2.3-4.5-6,1B,217,e-Mezidobí,5. neděle v mezidobí,B,26,296
data/json/mezidobi/mezidobi_05_C.json,5. neděle v mezidobí C,,matched,exact,,328,Ps138_05,ID_0327,Žl 138(137),1-2a.2bc+3.4-5.7c-8,1C,226,e-Mezidobí,5. neděle v mezidobí,C,7,278
data/json/mezidobi/mezidobi_06_A.json,6. neděle v mezidobí A,,matched,exact,,341,Ps119_02,ID_0340,Žl 119(118),1-2.4-5.17-18.33-34,1A,259,e-Mezidobí,6. neděle v mezidobí,A,11,249
data/json/mezidobi/mezidobi_06_B.json,6. neděle v mezidobí B,,matched,exact,,342,Ps032_01,ID_0341,Žl 32(31),1-2.5.11,1B,220,e-Mezidobí,6. neděle v mezidobí,B,9,63
data/json/mezidobi/mezidobi_06_C.json,6. neděle v mezidobí C,,matched,exact,,343,Ps001_02,ID_0342,Žl 1,1-2.3.4+6,1C,230,e-Mezidobí,6. neděle v mezidobí,C,49,9
data/json/mezidobi/mezidobi_07_A.json,7. neděle v mezidobí A,,matched,exact,,356,Ps103_11,ID_0355,Žl 103(102),1-2.3-4.8+10.12-13,1A,264,e-Mezidobí,7. neděle v mezidobí,A,17,201
data/json/mezidobi/mezidobi_07_B.json,7. neděle v mezidobí B,,matched,exact,,357,Ps041_01,ID_0356,Žl 41(40),2-3.4-5.13-14,1B,223,e-Mezidobí,7. neděle v mezidobí,B,57,93
data/json/mezidobi/mezidobi_07_C.json,7. neděle v mezidobí C,,matched,exact,,358,Ps103_11,ID_0357,Žl 103(102),1-2.3-4.8+10.12-13,1C,234,e-Mezidobí,7. neděle v mezidobí,C,17,201
data/json/mezidobi/mezidobi_08_A.json,8. neděle v mezidobí A,,matched,exact,,371,Ps062_01,ID_0370,Žl 62(61),2-3.6-7.8-9ab,1A,267,e-Mezidobí,8. neděle v mezidobí,A,50,124
data/json/mezidobi/mezidobi_08_B.json,8. neděle v mezidobí B,,matched,exact,,372,Ps103_11,ID_0371,Žl 103(102),1-2.3-4.8+10.12-13,1B,226,e-Mezidobí,8. neděle v mezidobí,B,17,201
data/json/mezidobi/mezidobi_08_C.json,8. neděle v mezidobí C,,matched,exact,,373,Ps092_01,ID_0372,Žl 92(91),2-3.13-14.15-16,1C,237,e-Mezidobí,8. neděle v mezidobí,C,39,175
data/json/mezidobi/mezidobi_09_A.json,9. neděle v mezidobí A,,matched,exact,,386,Ps031_01,ID_0385,Žl 31(30),2-3a.3b-4.17+25,1A,270,E-Mezidobí,9. neděle v mezidobí,A,52,58
data/json/mezidobi/mezidobi_09_B.json,9. neděle v mezidobí B,,matched,exact,,387,Ps081_01,ID_0386,Žl 81(80),3-4.5-6ab.6c-8a.10-11ab,1B,229,e-Mezidobí,9. neděle v mezidobí,B,39,151
data/json/mezidobi/mezidobi_09_C.json,9. neděle v mezidobí C,,matched,exact,,388,Ps117_02,ID_0387,Žl 117(116),1.2,1C,240,e-Mezidobí,9. neděle v mezidobí,C,54,233
data/json/mezidobi/mezidobi_10_A.json,10. neděle v mezidobí A,,matched,exact,,401,Ps050_03,ID_0400,Žl 50(49),1+8.12-13.14-15,1A,273,e-Mezidobí,10. neděle v mezidobí,A,11,107
data/json/mezidobi/mezidobi_10_B.json,10. neděle v mezidobí B,,matched,exact,,402,Ps130_01,ID_0401,Žl 130(129),1-2.3-4.5-6a.6b-8,1B,234,e-Mezidobí,10. neděle v mezidobí,B,26,268
data/json/mezidobi/mezidobi_10_C.json,10. neděle v mezidobí C,,matched,exact,,403,Ps030_01,ID_0402,Žl 30(29),2+4.5-6.11+12a+13b,1C,244,e-Mezidobí,10. neděle v mezidobí,C,34,56
data/json/mezidobi/mezidobi_11_A.json,11. neděle v mezidobí A,,matched,exact,,416,Ps100_07,ID_0415,Žl 100(99),1-2.3.5,1A,276,e-Mezidobí,11. neděle v mezidobí,A,55,194
data/json/mezidobi/mezidobi_11_B.json,11. neděle v mezidobí B,,matched,exact,,417,Ps092_01,ID_0416,Žl 92(91),2-3.13-14.15-16,1B,237,e-Mezidobí,11. neděle v mezidobí,B,39,175
data/json/mezidobi/mezidobi_11_C.json,11. neděle v mezidobí C,,matched,exact,,418,Ps032_06,ID_0417,Žl 32(31),1-2.5.7.11,1C,247,e-Mezidobí,11. neděle v mezidobí,C,51,62
data/json/mezidobi/mezidobi_12_A.json,12. neděle v mezidobí A,,matched,exact,,431,Ps069_09,ID_0430,Žl 69(68),8-10.14+17.33-35,1A,279,e-Mezidobí,12. neděle v mezidobí,A,56,135
data/json/mezidobi/mezidobi_12_B.json,12. neděle v mezidobí B,,matched,exact,,432,Ps107_02,ID_0431,Žl 107(106),23-24.25-26.28-29.30-31,1B,240,e-Mezidobí,12. neděle v mezidobí,B,39,217
data/json/mezidobi/mezidobi_12_C.json,12. neděle v mezidobí C,,matched,exact,,433,Ps063_02,ID_0432,Žl 63(62),2.3-4.5-6.8-9,1C,252,e-Mezidobí,12. neděle v mezidobí,C,50,126
data/json/mezidobi/mezidobi_13_A.json,13. neděle v mezidobí A,,matched,exact,,446,Ps089_02,ID_0445,Žl 89(88),2-3.16-17.18-19,1A,282,e-Mezidobí,13. neděle v mezidobí,A,9,165
data/json/mezidobi/mezidobi_13_B.json,13. neděle v mezidobí B,,matched,exact,,447,Ps030_01,ID_0446,Žl 30(29),2+4.5-6.11+12a+13b,1B,243,e-Mezidobí,13. neděle v mezidobí,B,34,56
data/json/mezidobi/mezidobi_13_C.json,13. neděle v mezidobí C,,matched,exact,,448,Ps016_06,ID_0447,Žl 16(15),1-2a+5.7-8.9-10.11,1C,255,e-Mezidobí,13. neděle v mezidobí,C,45,17
data/json/mezidobi/mezidobi_14_A.json,14. neděle v mezidobí A,,matched,exact,,461,Ps145_02,ID_0460,Žl 145(144),1-2.8-9.10-11.13cd-14,1A,285,e-Mezidobí,14. neděle v mezidobí,A,7,283
data/json/mezidobi/mezidobi_14_B.json,14. neděle v mezidobí B,,matched,exact,,462,Ps123_03,ID_0461,Žl 123(122),1-2a.2bcd.3-4,1B,248,e-Mezidobí,14. neděle v mezidobí,B,33,261
data/json/mezidobi/mezidobi_14_C.json,14. neděle v mezidobí C,,matched,exact,,463,Ps066_01,ID_0462,Žl 66(65),1-3a.4-5.6-7a.16+20,1C,260,e-Mezidobí,14. neděle v mezidobí,C,41,128
data/json/mezidobi/mezidobi_15_A.json,15. neděle v mezidobí A,,matched,exact,,476,Ps065_01,ID_0475,Žl 65(64),10abcd.10e-11.12-13.14,1A,288,e-Mezidobí,15. neděle v mezidobí,A,32,127
data/json/mezidobi/mezidobi_15_B.json,15. neděle v mezidobí B,,matched,exact,,477,Ps085_05,ID_0476,Žl 85(84),9ab+10.11-12.13-14,1B,251,e-Mezidobí,15. neděle v mezidobí,B,4,159
data/json/mezidobi/mezidobi_15_C.json,15. neděle v mezidobí C,,matched,exact,,479,Ps069_01,ID_0478,Žl 69(68),14+17.30-31.36ab+37,1C,264,e-Mezidobí,15. neděle v mezidobí,C,56,138
data/json/mezidobi/mezidobi_16_A.json,16. neděle v mezidobí A,,matched,exact,,493,Ps086_03,ID_0492,Žl 86(85),5-6.9-10.15-16a,1A,293,e-Mezidobí,16. neděle v mezidobí,A,5,161
data/json/mezidobi/mezidobi_16_B.json,16. neděle v mezidobí B,,matched,exact,,494,Ps023_01,ID_0493,Žl 23(22),1-3.4.5.6,1B,256,e-Mezidobí,16. neděle v mezidobí,B,23,34
data/json/mezidobi/mezidobi_16_C.json,16. neděle v mezidobí C,,matched,exact,,495,Ps015_01,ID_0494,Žl 15(14),2-3ab.3cd-4ab.5,1C,269,e-Mezidobí,16. neděle v mezidobí,C,11,16
data/json/mezidobi/mezidobi_17_A.json,17. neděle v mezidobí A,,matched,exact,,508,Ps119_19,ID_0507,Žl 119(118),57+72.76-77.127-128.129-130,1A,299,e-Mezidobí,17. neděle v mezidobí,A,11,253
data/json/mezidobi/mezidobi_17_B.json,17. neděle v mezidobí B,,matched,exact,,509,Ps145_08,ID_0508,Žl 145(144),10-11.15-16.17-18,1B,258,e-Mezidobí,17. neděle v mezidobí,B,49,293
data/json/mezidobi/mezidobi_17_B.json,17. neděle v mezidobí B,,matched,exact,,510,Ps145_28,ID_0509,Žl 145(144),10-11.15-16.17-18,1B,258,e-Mezidobí,17. neděle v mezidobí,B,49,292
data/json/mezidobi/mezidobi_17_C.json,17. neděle v mezidobí C,,matched,exact,,511,Ps138_06,ID_0510,Žl 138(137),1-2a.2bc+3.6-7ab.7c-8,1C,272,e-Mezidobí,17. neděle v mezidobí,C,7,279
data/json/mezidobi/mezidobi_18_A.json,18. neděle v mezidobí A,,matched,exact,,524,Ps145_27,ID_0523,Žl 145(144),8-9.15-16.17-18,1A,302,e-Mezidobí,18. neděle v mezidobí,A,49,290
data/json/mezidobi/mezidobi_18_B.json,18. neděle v mezidobí B,,matched,exact,,525,Ps078_04,ID_0524,Žl 78(77),3+4bc.23-24.25+54,1B,262,e-Mezidobí,18. neděle v mezidobí,B,39,147
data/json/mezidobi/mezidobi_18_C.json,18. neděle v mezidobí C,,matched,exact,,526,Ps090_07,ID_0525,Žl 90(89),3-4.5-6.12-13.14+17,1C,275,e-Mezidobí,18. neděle v mezidobí,C,12,171
data/json/mezidobi/mezidobi_19_A.json,19. neděle v mezidobí A,,matched,exact,,539,Ps085_05,ID_0538,Žl 85(84),9ab+10.11-12.13-14,1A,305,e-Mezidobí,19. neděle v mezidobí,A,4,159
data/json/mezidobi/mezidobi_19_B.json,19. neděle v mezidobí B,,matched,exact,,540,Ps034_08,ID_0539,Žl 34(33),2-3.4-5.6-7.8-9,1B,265,e-Mezidobí,19. neděle v mezidobí,B,25,75
data/json/mezidobi/mezidobi_19_C.json,19. neděle v mezidobí C,,matched,exact,,541,Ps033_07,ID_0540,Žl 33(32),1+12.18-19.20+22,1C,278,e-Mezidobí,19. neděle v mezidobí,C,11,67
data/json/mezidobi/mezidobi_20_A.json,20. neděle v mezidobí A,,matched,exact,,554,Ps067_01,ID_0553,Žl 67(66),2-3.5.6+8,1A,308,e-Mezidobí,20. neděle v mezidobí,A,14,130
data/json/mezidobi/mezidobi_20_B.json,20. neděle v mezidobí B,,matched,exact,,555,Ps034_02,ID_0554,Žl 34(33),2-3.10-11.12-13.14-15,1B,268,e-Mezidobí,20. neděle v mezidobí,B,25,82
data/json/mezidobi/mezidobi_20_C.json,20. neděle v mezidobí C,,matched,exact,,556,Ps040_01,ID_0555,Žl 40(39),2.3.4.18,1C,285,e-Mezidobí,20. neděle v mezidobí,C,33,88
data/json/mezidobi/mezidobi_21_A.json,21. neděle v mezidobí A,,matched,exact,,569,Ps138_08,ID_0568,Žl 138(137),1-2a.2bc+3.6+8bc,1A,311,e-Mezidobí,21. neděle v mezidobí,A,7,280
data/json/mezidobi/mezidobi_21_B.json,21. neděle v mezidobí B,,matched,exact,,570,Ps034_04,ID_0569,Žl 34(33),2-3.16-17.18-19.20-21.22-23,1B,271,e-Mezidobí,21. neděle v mezidobí,B,25,83
data/json/mezidobi/mezidobi_21_C.json,21. neděle v mezidobí C,,matched,exact,,571,Ps117_02,ID_0570,Žl 117(116),1.2,1C,287,e-Mezidobí,21. neděle v mezidobí,C,54,233
data/json/mezidobi/mezidobi_22_A.json,22. neděle v mezidobí A,,matched,exact,,584,Ps063_02,ID_0583,Žl 63(62),2.3-4.5-6.8-9,1A,314,e-Mezidobí,22. neděle v mezidobí,A,50,126
data/json/mezidobi/mezidobi_22_B.json,22. neděle v mezidobí B,,matched,exact,,585,Ps015_01,ID_0584,Žl 15(14),2-3ab.3cd-4ab.5,1B,275,e-Mezidobí,22. neděle v mezidobí,B,11,16
data/json/mezidobi/mezidobi_22_C.json,22. neděle v mezidobí C,,matched,exact,,586,Ps068_05,ID_0585,Žl 68(67),4-5ac.6-7ab.10-11,1C,290,e-Mezidobí,22. neděle v mezidobí,C,39,133
data/json/mezidobi/mezidobi_23_A.json,23. neděle v mezidobí A,,matched,exact,,599,Ps095_02,ID_0598,Žl 95(94),1-2.6-7.8-9,1A,317,e-Mezidobí,23. neděle v mezidobí,A,21,178
data/json/mezidobi/mezidobi_23_B.json,23. neděle v mezidobí B,,matched,exact,,600,Ps146_05,ID_0599,Žl 146(145),6c-7.8-9a.9bc-10,1B,278,e-Mezidobí,23. neděle v mezidobí,B,31,295
data/json/mezidobi/mezidobi_23_C.json,23. neděle v mezidobí C,,matched,exact,,601,Ps090_07,ID_0600,Žl 90(89),3-4.5-6.12-13.14+17,1C,293,e-Mezidobí,23. neděle v mezidobí,C,12,171
data/json/mezidobi/mezidobi_24_A.json,24. neděle v mezidobí A,,matched,exact,,614,Ps103_12,ID_0613,Žl 103(102),1-2.3-4.9-10.11-12,1A,321,e-Mezidobí,24. neděle v mezidobí,A,17,202
data/json/mezidobi/mezidobi_24_B.json,24. neděle v mezidobí B,,matched,exact,,615,Ps116_01,ID_0614,Žl 116(114),1-2.3-4.5-6.8-9,1B,282,e-Mezidobí,24. neděle v mezidobí,B,49,228
data/json/mezidobi/mezidobi_24_C.json,24. neděle v mezidobí C,,matched,exact,,616,Ps051_04,ID_0615,Žl 51(50),3-4.12-13.17+19,1C,298,e-Mezidobí,24. neděle v mezidobí,C,16,118
data/json/mezidobi/mezidobi_24_C.json,24. neděle v mezidobí C,,matched,exact,,617,Ps051_05,ID_0616,Žl 51(50),3-4.12-13.17+19,1C,298,e-Mezidobí,24. neděle v mezidobí,C,57,118
data/json/mezidobi/mezidobi_25_A.json,25. neděle v mezidobí A,,matched,exact,,630,Ps145_21,ID_0629,Žl 145(144),2-3.8-9.17-18,1A,324,e-Mezidobí,25. neděle v mezidobí,A,49,286
data/json/mezidobi/mezidobi_25_B.json,25. neděle v mezidobí B,,matched,exact,,631,Ps054_01,ID_0630,Žl 54(53),3-4.5.6+8,1B,285,e-Mezidobí,25. neděle v mezidobí,B,49,122
data/json/mezidobi/mezidobi_25_C.json,25. neděle v mezidobí C,,matched,exact,,632,Ps113_04,ID_0631,Žl 113(112),1-2.4-6.7-8,1C,303,e-Mezidobí,25. neděle v mezidobí,C,58,
data/json/mezidobi/mezidobi_26_A.json,26. neděle v mezidobí A,,matched,exact,,645,Ps025_02,ID_0644,Žl 25(24),4-5.6-7.8-9,1A,327,e-Mezidobí,26. neděle v mezidobí,A,4,39
data/json/mezidobi/mezidobi_26_B.json,26. neděle v mezidobí B,,matched,exact,,646,Ps019_06,ID_0645,Žl 19(18),8.10.12-13.14,1B,288,e-Mezidobí,26. neděle v mezidobí,B,22,29
data/json/mezidobi/mezidobi_26_C.json,26. neděle v mezidobí C,,matched,exact,,647,Ps146_05,ID_0646,Žl 146(145),6c-7.8-9a.9bc-10,1C,307,e-Mezidobí,26. neděle v mezidobí,C,31,295
data/json/mezidobi/mezidobi_27_A.json,27. neděle v mezidobí A,,matched,exact,,660,Ps080_05,ID_0659,Žl 80(79),9+12.13-14.15-16.19-20,1A,332,e-Mezidobí,27. neděle v mezidobí,A,4,150
data/json/mezidobi/mezidobi_27_B.json,27. neděle v mezidobí B,,matched,exact,,661,Ps128_02,ID_0660,Žl 128(127),1-2.3.4-5.6,1B,292,e-Mezidobí,27. neděle v mezidobí,B,11,267
data/json/mezidobi/mezidobi_27_C.json,27. neděle v mezidobí C,,matched,exact,,662,Ps095_02,ID_0661,Žl 95(94),1-2.6-7.8-9,1C,312,e-Mezidobí,27. neděle v mezidobí,C,21,178
data/json/mezidobi/mezidobi_28_A.json,28. neděle v mezidobí A,,matched,exact,,675,Ps023_01,ID_0674,Žl 23(22),1-3.4.5.6,1A,336,e-Mezidobí,28. neděle v mezidobí,A,23,34
data/json/mezidobi/mezidobi_28_B.json,28. neděle v mezidobí B,,matched,exact,,676,Ps090_01,ID_0675,Žl 90(89),12-13.14-15.16-17,1B,295,e-Mezidobí,28. neděle v mezidobí,B,12,172
data/json/mezidobi/mezidobi_28_C.json,28. neděle v mezidobí C,,matched,exact,,677,Ps098_01,ID_0676,Žl 98(97),1.2-3ab.3c-4,1C,314,e-Mezidobí,28. neděle v mezidobí,C,38,190
data/json/mezidobi/mezidobi_28_C.json,28. neděle v mezidobí C,,matched,exact,,678,Ps098_02,ID_0677,Žl 98(97),1.2-3ab.3c-4,1C,314,e-Mezidobí,28. neděle v mezidobí,C,41,189
data/json/mezidobi/mezidobi_29_A.json,29. neděle v mezidobí A,,matched,exact,,691,Ps096_15,ID_0690,Žl 96(95),1+3.4-5.7-8.9-10a+c,1A,340,e-Mezidobí,29. neděle v mezidobí,A,58,184
data/json/mezidobi/mezidobi_29_B.json,29. neděle v mezidobí B,,matched,exact,,692,Ps033_20,ID_0691,Žl 33(32),4-5.18-19.20+22,1B,299,e-Mezidobí,29. neděle v mezidobí,B,4,70
data/json/mezidobi/mezidobi_29_C.json,29. neděle v mezidobí C,,matched,exact,,693,Ps121_01,ID_0692,Žl 121(120),1-2.3-4.5-6.7-8,1C,317,e-Mezidobí,29. neděle v mezidobí,C,49,255
data/json/mezidobi/mezidobi_30_A.json,30. neděle v mezidobí A,,matched,exact,,706,Ps018_01,ID_0705,Žl 18(17),2-3a.3bc-4.47+51ab,1A,343,e-Mezidobí,30. neděle v mezidobí,A,5,24
data/json/mezidobi/mezidobi_30_B.json,30. neděle v mezidobí B,,matched,exact,,707,Ps126_01,ID_0706,Žl 126(125),1-2ab.2cd-3.4-5.6,1B,302,e-Mezidobí,30. neděle v mezidobí,B,5,263
data/json/mezidobi/mezidobi_30_C.json,30. neděle v mezidobí C,,matched,exact,,708,Ps034_05,ID_0707,Žl 34(33),2-3.17-18.19+23,1C,320,e-Mezidobí,30. neděle v mezidobí,C,49,84
data/json/mezidobi/mezidobi_31_A.json,31. neděle v mezidobí A,,matched,exact,,721,Ps131_01,ID_0720,Žl 131(130),01.02.2003,1A,346,e-Mezidobí,31. neděle v mezidobí,A,59,271
data/json/mezidobi/mezidobi_31_B.json,31. neděle v mezidobí B,,matched,exact,,722,Ps018_01,ID_0721,Žl 18(17),2-3a.3bc-4.47+51ab,1B,305,e-Mezidobí,31. neděle v mezidobí,B,5,24
data/json/mezidobi/mezidobi_31_C.json,31. neděle v mezidobí C,,matched,exact,,723,Ps145_02,ID_0722,Žl 145(144),1-2.8-9.10-11.13cd-14,1C,323,e-Mezidobí,31. neděle v mezidobí,C,7,283
data/json/mezidobi/mezidobi_32_A.json,32. neděle v mezidobí A,,matched,exact,,736,Ps063_01,ID_0735,Žl 63(62),2.3-4.5-6.7-8,1A,349,e-Mezidobí,32. neděle v mezidobí,A,50,125
data/json/mezidobi/mezidobi_32_B.json,32. neděle v mezidobí B,,matched,exact,,737,Ps146_05,ID_0736,Žl 146(145),6c-7.8-9a.9bc-10,1B,309,e-Mezidobí,32. neděle v mezidobí,B,31,295
data/json/mezidobi/mezidobi_32_C.json,32. neděle v mezidobí C,,matched,exact,,738,Ps017_01,ID_0737,Žl 17(16),1.5-6.8+15,1C,327,e-Mezidobí,32. neděle v mezidobí,C,52,21
data/json/mezidobi/mezidobi_33_A.json,33. neděle v mezidobí A,,matched,exact,,751,Ps128_01,ID_0750,Žl 128(127),1-2.3.4-5,1A,352,e-Mezidobí,33. neděle v mezidobí,A,11,266
data/json/mezidobi/mezidobi_33_B.json,33. neděle v mezidobí B,,matched,exact,,752,Ps016_03,ID_0751,Žl 16(15),5+8.9-10.11,1B,312,e-Mezidobí,33. neděle v mezidobí,B,33,20
data/json/mezidobi/mezidobi_33_C.json,33. neděle v mezidobí C,,matched,exact,,753,Ps098_12,ID_0752,Žl 98(97),5-6.7-8.9,1C,330,e-Mezidobí,33. neděle v mezidobí,C,43,192
data/json/o_svatych/o_apostolech_a_evangelistech.json,O apoštolech a evangelistech,,unmatched,manual,V CSV není nalezen přímý společný formulář tohoto názvu.,,,,,,,,,,,,
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1125,Ps106_03,ID_1124,Žl 106(105),19-20.21-22.23,5,106,g-Společné,O duchovních pastýřích mimo dobu velikonoční - První čtení - 1,,57,
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1126,Ps016_01,ID_1125,Žl 16(15),1-2a+5.7-8.11,5,107,g-Společné,O duchovních pastýřích mimo dobu velikonoční - První čtení - 2,,45,19
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1127,Ps089_04,ID_1126,Žl 89(88),2-3.4-5.21-22.25+27,5,109,g-Společné,O duchovních pastýřích mimo dobu velikonoční - První čtení - 3,,9,162
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1128,Ps040_03,ID_1127,Žl 40(39),2+4ab.7-8a.8b-9.10,5,110,g-Společné,O duchovních pastýřích mimo dobu velikonoční - První čtení - 4,,45,89
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1129,Ps096_09,ID_1128,Žl 96(95),1-2a.2b-3.7-8a.10,5,112,g-Společné,O duchovních pastýřích mimo dobu velikonoční - První čtení - 5,,54,180
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1130,Ps089_04,ID_1129,Žl 89(88),2-3.4-5.21-22.25+27,5,113,g-Společné,O duchovních pastýřích mimo dobu velikonoční - První čtení - 6,,9,162
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1131,Ps096_09,ID_1130,Žl 96(95),1-2a.2b-3.7-8a.10,5,114,g-Společné,O duchovních pastýřích mimo dobu velikonoční - První čtení - 7,,54,180
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1132,Ps117_01,ID_1131,Žl 117(116),1.2,5,116,g-Společné,O duchovních pastýřích mimo dobu velikonoční - První čtení - 8,,42,
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1133,Ps117_02,ID_1132,Žl 117(116),1.2,5,116,g-Společné,O duchovních pastýřích mimo dobu velikonoční - První čtení - 8,,54,233
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1134,Ps023_01,ID_1133,Žl 23(22),1-3.4.5.6,5,117,g-Společné,O duchovních pastýřích mimo dobu velikonoční - První čtení - 9,,23,34
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1135,Ps117_01,ID_1134,Žl 117(116),1.2,5,118,g-Společné,O duchovních pastýřích v době velikonoční - První čtení - 1,,42,
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1136,Ps110_01,ID_1135,Žl 110(109),1.2.3.4,5,119,g-Společné,O duchovních pastýřích v době velikonoční - První čtení - 2,,63,218
data/json/o_svatych/o_duchovnich_pastyrich.json,O duchovních pastýřích,,matched,manual,,1137,Ps110_02,ID_1136,Žl 110(109),1.2.3.4,5,119,g-Společné,O duchovních pastýřích v době velikonoční - První čtení - 2,,42,219
